Movie Name,Release Period,Release Period2,Release Period3,Whether Remake,whether franchise ,Whether Franchise,Genre,new actor,New Actor2,new director,New Director2,new music ,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),Verdict
Calendar Girls,0,Holiday,0,No,0,No,drama,1,Yes,0,No,1,Yes,Akanksha Puri,Madhur Bhandarkar,Amal Malik,850,"₹ 13,00,00,000.00","₹ 8,19,00,000.00",Flop
Bloody Isshq,1,Normal,0,No,0,No,thriller,1,Yes,0,No,1,Yes,Akash,Arup Dutta,Ashok Bhadra,250,"₹ 5,50,00,000.00","₹ 50,00,000.00",Flop
Faraar,1,Normal,0,No,0,No,action,1,Yes,1,Yes,0,No,Akbar Khan,Santosh Gupta,Vaishnav Deva,25,"₹ 1,50,00,000.00","₹ 4,25,000.00",Flop
Alag,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Akshay Kapoor,Ashu Trikha,Aadesh Shrivastava,60,"₹ 8,00,00,000.00","₹ 56,00,000.00",Flop
Holiday - A Soldier Is Never Off Duty,1,Normal,1,Yes,0,No,thriller,0,No,0,No,0,No,Akshay Kumar,A.R. Murugadoss,Pritam,3300,"₹ 86,00,00,000.00","₹ 1,76,42,20,000.00",Blockbuster
The Shaukeens,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Abhishek Sharma,Honey Singh,1800,"₹ 41,00,00,000.00","₹ 27,20,25,000.00",Flop
Welcome,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Anees Bazmee,Sajid - Wajid,1250,"₹ 48,00,00,000.00","₹ 1,19,49,75,000.00",Blockbuster
Singh Is Kinng,1,Normal,0,No,0,No,masala,0,No,0,No,0,No,Akshay Kumar,Anees Bazmee,Pritam,1400,"₹ 50,00,00,000.00","₹ 1,23,96,75,000.00",Blockbuster
Thank You,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Anees Bazmee,Pritam,1800,"₹ 61,00,00,000.00","₹ 71,02,32,500.00",Hit
Blue,0,Holiday,0,No,0,No,action,0,No,1,Yes,0,No,Akshay Kumar,Anthony D'Souza,A.R. Rehman,1500,"₹ 80,00,00,000.00","₹ 63,92,12,500.00",Average
Boss,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Akshay Kumar,Anthony D'Souza,Meet Bros,2800,"₹ 70,00,00,000.00","₹ 84,82,80,000.00",Hit
Khiladi 786,1,Normal,0,No,1,Yes,comedy,0,No,1,Yes,0,No,Akshay Kumar,Ashish R. Mohan,Himesh Reshammiya,2750,"₹ 63,00,00,000.00","₹ 97,05,40,000.00",Hit
Bewafaa,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Akshay Kumar,Dharmesh Darshan,Nadeem - Shravan,450,"₹ 18,00,00,000.00","₹ 33,18,30,000.00",Hit
Tees Maar Khan,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Farah Khan,Vishal - Shekhar,2200,"₹ 45,00,00,000.00","₹ 99,51,45,000.00",Blockbuster
Entertainment,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Akshay Kumar,Farhad - Sajid,Sachin - Jigar,2850,"₹ 81,00,00,000.00","₹ 1,03,30,30,000.00",Hit
Housefull 3,1,Normal,0,No,1,Yes,comedy,0,No,0,No,0,No,Akshay Kumar,Farhad - Sajid,Mika Singh,3650,"₹ 97,00,00,000.00","₹ 1,94,93,50,000.00",Blockbuster
Brothers,0,Holiday,1,Yes,0,No,action,0,No,0,No,0,No,Akshay Kumar,Karan Malhotra,Ajay - Atul,3400,"₹ 1,12,00,00,000.00","₹ 1,23,09,50,000.00",Hit
Jumbo,0,Holiday,0,No,0,No,animation,0,No,1,Yes,0,No,Akshay Kumar,Kompin Kemgumnird,Ram Sampath,250,"₹ 21,00,00,000.00","₹ 3,47,00,000.00",Flop
Gabbar Is Back,0,Holiday,1,Yes,0,No,action,0,No,1,Yes,0,No,Akshay Kumar,Krish,Chirantan Bhatt,3100,"₹ 79,00,00,000.00","₹ 1,35,81,20,000.00",Hit
Once Upon A Time In Mumbaai Dobaara!,0,Holiday,0,No,1,Yes,action,0,No,0,No,0,No,Akshay Kumar,Milan Luthria,Pritam,2300,"₹ 1,00,00,00,000.00","₹ 91,71,00,000.00",Average
8 x 10 Tasveer,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Akshay Kumar,Nagesh Kukunoor,Salim - Sulaiman,825,"₹ 35,00,00,000.00","₹ 23,58,00,000.00",Flop
Special 26,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Akshay Kumar,Neeraj Pandey,M.M. Kreem,1600,"₹ 50,00,00,000.00","₹ 1,03,62,40,000.00",Blockbuster
Baby,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Akshay Kumar,Neeraj Pandey,Meet Bros,2450,"₹ 75,00,00,000.00","₹ 1,24,84,40,000.00",Hit
Phir Hera Pheri,1,Normal,0,No,1,Yes,comedy,0,No,0,No,0,No,Akshay Kumar,Neeraj Vora,Himesh Reshammiya,575,"₹ 18,00,00,000.00","₹ 69,12,00,000.00",Blockbuster
Chandni Chowk To China,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Akshay Kumar,Nikhil Advani,Shankar - Ehsaan - Loy,1400,"₹ 62,00,00,000.00","₹ 56,22,62,500.00",Average
Patiala House,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Akshay Kumar,Nikhil Advani,Shankar - Ehsaan - Loy,1550,"₹ 50,00,00,000.00","₹ 56,04,05,000.00",Hit
Rowdy Rathore,0,Holiday,1,Yes,0,No,action,0,No,0,No,0,No,Akshay Kumar,Prabhu Deva,Sajid - Wajid,2800,"₹ 77,00,00,000.00","₹ 1,98,47,75,000.00",Blockbuster
Singh Is Bling,0,Holiday,0,No,0,No,masala,0,No,0,No,0,No,Akshay Kumar,Prabhu Deva,Sajid - Wajid,3100,"₹ 91,00,00,000.00","₹ 1,25,38,50,000.00",Hit
Garam Masala,0,Holiday,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Priyadarshan,Pritam,550,"₹ 17,00,00,000.00","₹ 54,65,17,500.00",Blockbuster
Bhagam Bhag,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Priyadarshan,Pritam,750,"₹ 32,00,00,000.00","₹ 67,82,52,500.00",Blockbuster
Bhool Bhulaiyaa,0,Holiday,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Priyadarshan,Pritam,1050,"₹ 32,00,00,000.00","₹ 82,83,77,500.00",Blockbuster
De Dana Dan,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Priyadarshan,Pritam,1550,"₹ 60,00,00,000.00","₹ 81,85,20,000.00",Hit
Khatta Meetha,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Priyadarshan,Pritam,1450,"₹ 35,00,00,000.00","₹ 62,79,20,000.00",Hit
Humko Deewana Kar Gaye,0,Holiday,0,No,0,No,love_story,0,No,0,No,0,No,Akshay Kumar,Raj Kanwar,Anu Malik,475,"₹ 17,00,00,000.00","₹ 27,36,50,000.00",Hit
Family - Ties of Blood,0,Holiday,1,Yes,0,No,action,0,No,0,No,0,No,Akshay Kumar,Rajkumar Santoshi,Ram Sampath,525,"₹ 25,00,00,000.00","₹ 14,59,52,500.00",Flop
Desi Boyz,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Akshay Kumar,Rohit Dhawan,Pritam,2100,"₹ 54,00,00,000.00","₹ 80,43,60,000.00",Hit
Kambakkht Ishq,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Akshay Kumar,Sabbir Khan,Anu Malik,1500,"₹ 65,00,00,000.00","₹ 85,56,30,000.00",Hit
Heyy Babyy,0,Holiday,1,Yes,0,No,comedy,0,No,1,Yes,0,No,Akshay Kumar,Sajid Khan,Shankar - Ehsaan - Loy,1000,"₹ 36,00,00,000.00","₹ 83,93,90,000.00",Blockbuster
Housefull,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Sajid Khan,Shankar - Ehsaan - Loy,1700,"₹ 47,00,00,000.00","₹ 1,16,30,35,000.00",Blockbuster
Housefull 2,0,Holiday,0,No,1,Yes,comedy,0,No,0,No,0,No,Akshay Kumar,Sajid Khan,Sajid - Wajid,2650,"₹ 72,00,00,000.00","₹ 1,88,40,50,000.00",Blockbuster
Jaan-E-Mann,0,Holiday,0,No,0,No,love_story,0,No,1,Yes,0,No,Akshay Kumar,Shirish Kunder,Anu Malik,700,"₹ 35,00,00,000.00","₹ 46,26,80,000.00",Hit
Joker,1,Normal,0,No,0,No,fantasy,0,No,0,No,1,Yes,Akshay Kumar,Shirish Kunder,G.V. Prakash Kumar,1950,"₹ 47,00,00,000.00","₹ 32,10,87,500.00",Flop
Toilet Ek Prem Katha,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Akshay Kumar,Shree Narayan Singh,Vickey Prasad,2950,"₹ 75,00,00,000.00","₹ 2,00,08,00,000.00",Blockbuster
Jolly LLB 2,0,Holiday,0,No,1,Yes,comedy,0,No,0,No,1,Yes,Akshay Kumar,Subhash Kapoor,Manj Musik,3300,"₹ 83,00,00,000.00","₹ 1,82,73,42,500.00",Blockbuster
Dosti - Friends Forever,0,Holiday,0,No,0,No,love_story,0,No,0,No,0,No,Akshay Kumar,Suneel Darshan,Nadeem - Shravan,400,"₹ 15,00,00,000.00","₹ 23,07,27,500.00",Hit
Mere Jeevan Saathi,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Akshay Kumar,Suneel Darshan,Nadeem - Shravan,250,"₹ 11,00,00,000.00","₹ 7,82,07,500.00",Flop
OMG! Oh My God,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Umesh Shukla,Meet Bros,1200,"₹ 25,00,00,000.00","₹ 1,21,57,75,000.00",Blockbuster
Tashan,1,Normal,0,No,0,No,action,0,No,1,Yes,0,No,Akshay Kumar,Vijay Krishna Acharya,Vishal - Shekhar,950,"₹ 31,00,00,000.00","₹ 51,62,00,000.00",Hit
Deewane Huye Paagal,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Vikram Bhatt,Anu Malik,500,"₹ 20,00,00,000.00","₹ 26,58,25,000.00",Hit
Waqt - The Race Against Time,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Akshay Kumar,Vipul Amrutlal Shah,Anu Malik,400,"₹ 16,00,00,000.00","₹ 42,48,62,500.00",Blockbuster
Namastey London,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Akshay Kumar,Vipul Amrutlal Shah,Himesh Reshammiya,775,"₹ 31,00,00,000.00","₹ 71,41,02,500.00",Blockbuster
Action Replayy,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Akshay Kumar,Vipul Amrutlal Shah,Pritam,1500,"₹ 51,00,00,000.00","₹ 46,29,43,750.00",Average
Pizza,1,Normal,0,No,0,No,suspense,0,No,1,Yes,0,No,Akshay Oberoi,Akshay Akkineni,Shamir Tandon,600,"₹ 10,00,00,000.00","₹ 4,48,00,000.00",Flop
Isi Life Mein...!,0,Holiday,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Akshay Oberoi,Vidhi Kasliwal,Manmeet Singh,250,"₹ 8,50,00,000.00","₹ 1,39,00,000.00",Flop
36 China Town,0,Holiday,1,Yes,0,No,suspense,0,No,0,No,0,No,Akshaye Khanna,Abbas - Mustan,Himesh Reshammiya,450,"₹ 19,00,00,000.00","₹ 37,92,00,000.00",Hit
Naqaab,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Akshaye Khanna,Abbas - Mustan,Pritam,825,"₹ 19,00,00,000.00","₹ 21,20,37,500.00",Hit
Dahek,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Akshaye Khanna,Aroop Adhikari,Debjit Bera,5,"₹ 1,00,00,000.00","₹ 1,60,000.00",Flop
Aap Ki Khatir,0,Holiday,0,No,0,No,love_story,0,No,0,No,0,No,Akshaye Khanna,Dharmesh Darshan,Himesh Reshammiya,350,"₹ 16,00,00,000.00","₹ 13,23,80,000.00",Average
Gandhi My Father,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Akshaye Khanna,Feroz Abbas Khan,Piyush Kanojia,180,"₹ 8,00,00,000.00","₹ 7,49,70,000.00",Average
Short Kut - The Con Is On,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshaye Khanna,Neeraj Vora,Shankar - Ehsaan - Loy,775,"₹ 24,00,00,000.00","₹ 13,38,75,000.00",Flop
Mere Baap Pehle Aap,1,Normal,1,Yes,0,No,comedy,0,No,0,No,0,No,Akshaye Khanna,Priyadarshan,Vidyasagar,800,"₹ 20,00,00,000.00","₹ 36,23,80,000.00",Hit
Shaadi Se Pehle,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Akshaye Khanna,Satish Kaushik,Himesh Reshammiya,350,"₹ 11,00,00,000.00","₹ 16,88,65,000.00",Hit
Vatsayanana Kamasutra - 2,1,Normal,0,No,1,Yes,adult,1,Yes,0,No,0,No,Akshita,Sanjay Khandelwal,Baba Jagirdar,20,"₹ 1,00,00,000.00","₹ 29,00,000.00",Flop
Mr. Majnu,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Aksshat,Geeta Tomar,Benson Baby,15,"₹ 75,00,000.00","₹ 1,40,000.00",Flop
Romeo Bola Pyar Ki Aisi Ki Taisi,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Al Amin,Akram Khan,Sahil Patil,1,"₹ 20,00,000.00","₹ 1,40,000.00",Flop
Sonali Cable,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Ali Fazal,Charudutt Acharya,Daniel B. George,525,"₹ 7,75,00,000.00","₹ 1,11,00,000.00",Flop
Khamoshiyan,1,Normal,0,No,0,No,horror,0,No,1,Yes,1,Yes,Ali Fazal,Karan Darra,Naveed Zafar,1500,"₹ 12,00,00,000.00","₹ 13,41,80,000.00",Hit
Always Kabhi Kabhi,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Ali Fazal,Roshan Abbas,Pritam,450,"₹ 11,00,00,000.00","₹ 4,18,00,000.00",Flop
Baat Ban Gayi,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Ali Fazal,Shuja Ali,Harpreet,225,"₹ 3,50,00,000.00","₹ 24,50,000.00",Flop
Tere Bin Laden,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,0,No,Ali Zafar,Abhishek Sharma,Shankar - Ehsaan - Loy,375,"₹ 9,50,00,000.00","₹ 11,43,10,000.00",Hit
London Paris New York,1,Normal,0,No,0,No,love_story,0,No,1,Yes,1,Yes,Ali Zafar,Anu Menon,Ali Zafar,550,"₹ 10,50,00,000.00","₹ 11,15,17,500.00",Hit
Chasme Baddoor,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Ali Zafar,David Dhawan,Sajid - Wajid,1500,"₹ 20,00,00,000.00","₹ 62,80,43,750.00",Blockbuster
Total Siyaapa,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Ali Zafar,E. Niwas,Ali Zafar,850,"₹ 17,00,00,000.00","₹ 13,14,90,000.00",Average
Dear Zindagi,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Alia Bhatt,Gauri Shinde, Amit Trivedi,1150,"₹ 46,00,00,000.00","₹ 1,38,91,37,500.00",Blockbuster
Kkamjori - The Weakness,0,Holiday,0,No,0,No,drama,1,Yes,0,No,0,No,Alia Shah,Sandeep Bhat,Bappi Lahiri,1,"₹ 25,00,000.00","₹ 13,75,000.00",Flop
Karma: Crime. Passion. Reincarnation,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Alma Grey,M.R. Shahjahan,Sunna Wehrmeijer,45,"₹ 2,50,00,000.00","₹ 10,75,000.00",Flop
Ek Baar Dhol Bajao Na,0,Holiday,0,No,0,No,adult,1,Yes,1,Yes,1,Yes,Amaan Khan,Shashi Shekhar,Tasawar Azmi,1,"₹ 15,00,000.00","₹ 3,75,000.00",Flop
Kamsin - The Untouched,0,Holiday,0,No,0,No,adult,0,No,0,No,0,No,Aman Sagar,Amit Suryavanshi,Amar - Akbar,1,"₹ 12,50,000.00","₹ 3,25,000.00",Flop
Aakhari Decision,0,Holiday,0,No,0,No,action,1,Yes,1,Yes,1,Yes,Amar Sidhu,Deepak Kumar Bandhu,Hanif Sheikh,25,"₹ 4,00,00,000.00","₹ 6,25,000.00",Flop
Iqraar By Chance,0,Holiday,0,No,0,No,love_story,1,Yes,0,No,0,No,Amarjeet,K. Ravi Shankar,Sandesh Shandilya,50,"₹ 2,75,00,000.00","₹ 20,50,000.00",Flop
Runway,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Amarjeet,Sunil Tiwari,Shamir Tandon,80,"₹ 3,25,00,000.00","₹ 42,50,000.00",Flop
Me Mamu & 7,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Amit Hotchandani,Amit Chauhan,Chander Makwana,15,"₹ 1,00,00,000.00","₹ 4,00,000.00",Flop
Hot Maliaka,0,Holiday,0,No,0,No,adult,0,No,0,No,1,Yes,Amit Kapoor,Arjun Raj,Tapan,1,"₹ 15,00,000.00","₹ 7,75,000.00",Flop
Garam Saansein,0,Holiday,0,No,0,No,adult,0,No,1,Yes,1,Yes,Amit Kapoor,Babu,Tarun,1,"₹ 10,00,000.00","₹ 8,50,000.00",Average
Bach Ke Zaraa,1,Normal,0,No,0,No,adult,0,No,1,Yes,0,No,Amit Kapoor,Salim Raza,Sayyed Ahmed,15,"₹ 20,00,000.00","₹ 11,75,000.00",Flop
Kaam Milan,0,Holiday,0,No,0,No,adult,0,No,0,No,1,Yes,Amit Pachori,Chandini Gupta,Avi Raaj,1,"₹ 15,00,000.00","₹ 8,25,000.00",Flop
Agni Prem,0,Holiday,0,No,0,No,adult,0,No,0,No,0,No,Amit Pachori,Chandini Gupta,Pravin Kumar,2,"₹ 15,00,000.00","₹ 13,00,000.00",Average
Aalaap,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Amit Purohit,Manish Manikpuri,Agnee,65,"₹ 2,50,00,000.00","₹ 17,00,000.00",Flop
Miss Anara,1,Normal,0,No,0,No,drama,1,Yes,0,No,0,No,Amit Rao,Yogesh Bharadwaj,Mani Shankar,45,"₹ 80,00,000.00","₹ 67,00,000.00",Average
332 Mumbai to India,0,Holiday,0,No,0,No,thriller,1,Yes,1,Yes,0,No,Amit Riyaan,Mahesh Pandey,Shamir Tandon,80,"₹ 2,25,00,000.00","₹ 11,75,000.00",Flop
Running Shaadi,0,Holiday,0,No,0,No,rom__com,0,No,1,Yes,1,Yes,Amit Sadh,Amit Roy,Abhishek - Akshay,650,"₹ 8,50,00,000.00","₹ 1,34,00,000.00",Flop
Ek Gumrah,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,0,No,Amit Sharma,Manjul Kapoor,Jayant Aaryan,1,"₹ 20,00,000.00","₹ 4,50,000.00",Flop
1971,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Amitabh Bachchan,Amrit Sagar,Akash Chopra,85,"₹ 5,50,00,000.00","₹ 45,50,000.00",Flop
Pink,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Amitabh Bachchan,Aniruddha Roy Chowdhury,Anupam Roy,1000,"₹ 29,00,00,000.00","₹ 1,09,37,80,000.00",Blockbuster
Yaar Meri Zindagi,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Amitabh Bachchan,Ashok Gupta,R.D. Burman,2,"₹ 25,00,000.00","₹ 72,000.00",Flop
Teen Patti,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Amitabh Bachchan,Leena Yadav,Salim - Sulaiman,575,"₹ 18,00,00,000.00","₹ 7,63,00,000.00",Flop
Viruddh... Family Comes First,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Amitabh Bachchan,Mahesh Manjrekar,Ajay - Atul,260,"₹ 9,00,00,000.00","₹ 18,51,25,000.00",Blockbuster
Bhoothnath Returns,0,Holiday,0,No,1,Yes,drama,0,No,0,No,0,No,Amitabh Bachchan,Nitish Tiwari,Honey Singh,1500,"₹ 36,00,00,000.00","₹ 51,08,70,000.00",Hit
Bbuddah Hoga Terra Baap,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Amitabh Bachchan,Puri Jagannadh,Vishal - Shekhar,1000,"₹ 21,00,00,000.00","₹ 24,52,60,000.00",Hit
Cheeni Kum,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,250,"₹ 11,00,00,000.00","₹ 32,22,00,000.00",Blockbuster
Paa,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,600,"₹ 21,00,00,000.00","₹ 48,93,25,000.00",Blockbuster
Shamitabh,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,1600,"₹ 49,00,00,000.00","₹ 37,12,75,000.00",Average
Sarkar,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Amitabh Bachchan,Ram Gopal Verma,Bappi - Tutal,425,"₹ 14,00,00,000.00","₹ 39,30,47,500.00",Blockbuster
Nishabd,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Amitabh Bachchan,Ram Gopal Verma,Vishal Bhardwaj,400,"₹ 8,50,00,000.00","₹ 11,71,20,000.00",Hit
Ram Gopal Varma Ki Aag,1,Normal,1,Yes,0,No,action,0,No,0,No,1,Yes,Amitabh Bachchan,Ram Gopal Verma,Prasanna Shekhar,875,"₹ 21,00,00,000.00","₹ 12,73,00,000.00",Flop
Sarkar Raj,1,Normal,0,No,1,Yes,action,0,No,0,No,0,No,Amitabh Bachchan,Ram Gopal Verma,Bappi - Tutal,1100,"₹ 27,00,00,000.00","₹ 59,55,35,000.00",Blockbuster
Sarkar 3,1,Normal,0,No,1,Yes,action,0,No,0,No,1,Yes,Amitabh Bachchan,Ram Gopal Verma, Ram Shankar,1450,"₹ 36,00,00,000.00","₹ 20,53,80,000.00",Flop
The Last Lear,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Amitabh Bachchan,Rituparno Ghosh,Sanjoy Das,100,"₹ 11,00,00,000.00","₹ 1,46,00,000.00",Flop
Dil Jo Bhi Kahey,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Amitabh Bachchan,Romesh Sharma,Shankar - Ehsaan - Loy,150,"₹ 6,25,00,000.00","₹ 3,98,20,000.00",Flop
Black,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Amitabh Bachchan,Sanjay Leela Bhansali,Monty Sharma,235,"₹ 23,00,00,000.00","₹ 40,93,70,000.00",Hit
Piku - Motion Se Hi Emotion,0,Holiday,0,No,0,No,drama,0,No,0,No,1,Yes,Amitabh Bachchan,Shoojit Sircar,Anupam Roy,1300,"₹ 42,00,00,000.00","₹ 1,41,26,50,000.00",Blockbuster
Eklavya - The Royal Guard,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Amitabh Bachchan,Vidhu Vinod Chopra,Shantanu Moitra,750,"₹ 30,00,00,000.00","₹ 38,82,80,000.00",Hit
Bhoothnath,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Amitabh Bachchan,Vivek Sharma,Salim - Sulaiman,625,"₹ 20,00,00,000.00","₹ 38,79,00,000.00",Hit
Jo Dooba So Paar,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,0,No,Anand Tiwari,Praveen Kumar,Manish Tipu,200,"₹ 6,00,00,000.00","₹ 34,50,000.00",Flop
Staying Alive,0,Holiday,0,No,0,No,drama,1,Yes,0,No,0,No,Anant Mahadevan,Anant Mahadevan,Sanjoy Chowdhary,20,"₹ 1,25,00,000.00","₹ 1,45,000.00",Flop
Ghazab Nagariya,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Ananya Khare,Arvind Ranjan Das,Ram Shankar,10,"₹ 60,00,000.00","₹ 2,15,000.00",Flop
C D Kaand,0,Holiday,0,No,0,No,adult,0,No,1,Yes,0,No,Anara Gupta,Imtiaz Patel,Iqbal Darbar,15,"₹ 30,00,000.00","₹ 54,00,000.00",Hit
Happy Husbands,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Anay,Anay,Anay,175,"₹ 3,00,00,000.00","₹ 54,00,000.00",Flop
No Entry,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Anil Kapoor,Anees Bazmee,Anu Malik,600,"₹ 24,00,00,000.00","₹ 74,13,50,000.00",Blockbuster
No Problem,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Anil Kapoor,Anees Bazmee,Pritam,1350,"₹ 40,00,00,000.00","₹ 45,07,50,000.00",Hit
My Wife's Murder,0,Holiday,0,No,0,No,thriller,0,No,1,Yes,0,No,Anil Kapoor,Jijy Philip,Amar Mohile,100,"₹ 4,75,00,000.00","₹ 3,08,22,500.00",Flop
Black & White,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Anil Kapoor,Subhash Ghai,Sukhwinder Singh,350,"₹ 9,00,00,000.00","₹ 8,27,15,000.00",Average
Mere Haule Dost,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Anirudh Loka,Nitin Raghunath,Divyang Arora,10,"₹ 75,00,000.00","₹ 2,00,000.00",Flop
Om Dar-B-Dar,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Anita Kanwal,Kamal Swaroop,Rajat Dholakia,10,"₹ 15,00,000.00","₹ 3,25,000.00",Flop
Admission Open,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Ankur Khanna,K.D. Satyam,Amit Trivedi,90,"₹ 3,00,00,000.00","₹ 10,00,000.00",Flop
City Of Gold - Mumbai 1982: Ek Ankahi Kahani,1,Normal,0,No,0,No,drama,1,Yes,0,No,1,Yes,Ankush Choudhary,Mahesh Manjrekar,Ajit Parab,275,"₹ 5,25,00,000.00","₹ 1,22,00,000.00",Flop
Kahani Ek Sangharsh Ki,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Anmol Singh,Nitin Mathur,Sajid Salam,1,"₹ 20,00,000.00","₹ 1,25,000.00",Flop
Yeh Hai Bakrapur,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Anshuman Jha,Janaki Vishwanathan,Agnee,200,"₹ 5,00,00,000.00","₹ 22,50,000.00",Flop
Mr Ya Miss,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Antara Mali,Antara Mali,Nitin Raikwar,175,"₹ 4,75,00,000.00","₹ 4,53,50,000.00",Average
Miss Tanakpur Haazir Ho,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Anu Kapoor,Vinod Kapri,Sushmit Sen,450,"₹ 6,00,00,000.00","₹ 1,54,00,000.00",Flop
Yeshu Palanhar,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Anu Kashyap,Baldev Paal,Ram Shankar,5,"₹ 25,00,000.00","₹ 1,00,000.00",Flop
Perfect Mismatch,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Anubhav Anand,Ajmal Zaheer Ahmad,Josh,35,"₹ 2,75,00,000.00","₹ 10,00,000.00",Flop
